"","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput","workerid"
"257","distribution",1,"Bear","training","5","c(6, 0, 0)","vehicles","clothes","mammals","horse","boat","skirt","boat","boat","item_m","vehicles",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"258","distribution",1,"Bear","training","6","c(6, 0, 0)","vehicles","clothes","mammals","bear","car","socks","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"259","distribution",1,"Bear","test","choice","c(6, 0, 0)","vehicles","clothes","mammals","airplane","dress","dog",NA,"dog","item_r","mammals",NA,0,0,1,"vehicles",0,"3c01ca60c834179e5d50128bbd42da30"
"260","distribution",2,"Dog","training","1","c(4, 2, 0)","clothes","mammals","fruits","shoes","monkey","grapes","shoes","shoes","item_l","clothes",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"261","distribution",2,"Dog","training","2","c(4, 2, 0)","clothes","mammals","fruits","dog","socks","pineapple","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"262","distribution",2,"Dog","training","3","c(4, 2, 0)","clothes","mammals","fruits","elephant","pants","melon","pants","pants","item_m","clothes",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"263","distribution",2,"Dog","training","4","c(4, 2, 0)","clothes","mammals","fruits","banana","dress","horse","horse","horse","item_r","mammals",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"264","distribution",2,"Dog","training","5","c(4, 2, 0)","clothes","mammals","fruits","orange","cat","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"265","distribution",2,"Dog","training","6","c(4, 2, 0)","clothes","mammals","fruits","cow","strawberry","skirt","skirt","skirt","item_r","clothes",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"266","distribution",2,"Dog","test","choice","c(4, 2, 0)","clothes","mammals","fruits","apple","jacket","bear",NA,"jacket","item_m","clothes",NA,1,0,0,"clothes",1,"3c01ca60c834179e5d50128bbd42da30"
"267","distribution",3,"Bunny","training","1","c(6, 0, 0)","mammals","fruits","furniture","cat","grapes","bed","cat","cat","item_l","mammals",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"268","distribution",3,"Bunny","training","2","c(6, 0, 0)","mammals","fruits","furniture","monkey","table","apple","monkey","monkey","item_l","mammals",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"269","distribution",3,"Bunny","training","3","c(6, 0, 0)","mammals","fruits","furniture","sofa","melon","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"270","distribution",3,"Bunny","training","4","c(6, 0, 0)","mammals","fruits","furniture","strawberry","chair","cow","cow","cow","item_r","mammals",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"271","distribution",3,"Bunny","training","5","c(6, 0, 0)","mammals","fruits","furniture","pineapple","bear","stool","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"272","distribution",3,"Bunny","training","6","c(6, 0, 0)","mammals","fruits","furniture","dog","lamp","banana","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"273","distribution",3,"Bunny","test","choice","c(6, 0, 0)","mammals","fruits","furniture","orange","horse","closet",NA,"horse","item_m","mammals",NA,1,0,0,"mammals",1,"3c01ca60c834179e5d50128bbd42da30"
"274","distribution",4,"Beaver","training","1","c(2, 2, 2)","fruits","furniture","instruments","guitar","bed","grapes","grapes","grapes","item_r","fruits",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"275","distribution",4,"Beaver","training","2","c(2, 2, 2)","fruits","furniture","instruments","melon","violin","sofa","violin","violin","item_m","instruments",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"276","distribution",4,"Beaver","training","3","c(2, 2, 2)","fruits","furniture","instruments","apple","piano","drawer","drawer","drawer","item_r","furniture",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"277","distribution",4,"Beaver","training","4","c(2, 2, 2)","fruits","furniture","instruments","banana","flute","chair","flute","flute","item_m","instruments",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"278","distribution",4,"Beaver","training","5","c(2, 2, 2)","fruits","furniture","instruments","trumpet","closet","strawberry","closet","closet","item_m","furniture",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"279","distribution",4,"Beaver","training","6","c(2, 2, 2)","fruits","furniture","instruments","lamp","pineapple","xylophone","pineapple","pineapple","item_m","fruits",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"280","distribution",4,"Beaver","test","choice","c(2, 2, 2)","fruits","furniture","instruments","drum","stool","orange",NA,"orange","item_r","fruits",NA,1,0,0,"fruits",1,"3c01ca60c834179e5d50128bbd42da30"
"281","distribution",5,"Mouse","training","1","c(2, 2, 2)","furniture","instruments","vehicles","boat","bed","violin","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"282","distribution",5,"Mouse","training","2","c(2, 2, 2)","furniture","instruments","vehicles","motorbike","closet","piano","piano","piano","item_r","instruments",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"283","distribution",5,"Mouse","training","3","c(2, 2, 2)","furniture","instruments","vehicles","truck","sofa","trumpet","truck","truck","item_l","vehicles",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"284","distribution",5,"Mouse","training","4","c(2, 2, 2)","furniture","instruments","vehicles","train","lamp","xylophone","lamp","lamp","item_m","furniture",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"285","distribution",5,"Mouse","training","5","c(2, 2, 2)","furniture","instruments","vehicles","bus","drawer","flute","drawer","drawer","item_m","furniture",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"286","distribution",5,"Mouse","training","6","c(2, 2, 2)","furniture","instruments","vehicles","chair","car","guitar","guitar","guitar","item_r","instruments",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"287","distribution",5,"Mouse","test","choice","c(2, 2, 2)","furniture","instruments","vehicles","table","drum","airplane",NA,"drum","item_m","instruments",NA,0,1,0,"instruments",1,"3c01ca60c834179e5d50128bbd42da30"
"288","distribution",6,"Tiger","training","1","c(4, 2, 0)","instruments","vehicles","clothes","xylophone","shirt","bus","xylophone","xylophone","item_l","instruments",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"289","distribution",6,"Tiger","training","2","c(4, 2, 0)","instruments","vehicles","clothes","boat","shoes","violin","violin","violin","item_r","instruments",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"290","distribution",6,"Tiger","training","3","c(4, 2, 0)","instruments","vehicles","clothes","skirt","trumpet","truck","trumpet","trumpet","item_m","instruments",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"291","distribution",6,"Tiger","training","4","c(4, 2, 0)","instruments","vehicles","clothes","flute","jacket","train","train","flute","item_l","instruments",0,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"292","distribution",6,"Tiger","training","5","c(4, 2, 0)","instruments","vehicles","clothes","socks","motorbike","piano","motorbike","motorbike","item_m","vehicles",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"293","distribution",6,"Tiger","training","6","c(4, 2, 0)","instruments","vehicles","clothes","pants","car","guitar","guitar","guitar","item_r","instruments",1,NA,NA,NA,NA,NA,"3c01ca60c834179e5d50128bbd42da30"
"294","distribution",6,"Tiger","test","choice","c(4, 2, 0)","instruments","vehicles","clothes","drum","airplane","dress",NA,"drum","item_l","instruments",NA,1,0,0,"instruments",1,"3c01ca60c834179e5d50128bbd42da30"
"295","distribution",1,"Cat","training","1","c(6, 0, 0)","furniture","instruments","clothes","socks","chair","violin","chair","chair","item_m","furniture",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"296","distribution",1,"Cat","training","2","c(6, 0, 0)","furniture","instruments","clothes","sofa","xylophone","pants","sofa","sofa","item_l","furniture",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"297","distribution",1,"Cat","training","3","c(6, 0, 0)","furniture","instruments","clothes","flute","drawer","shoes","drawer","drawer","item_m","furniture",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"298","distribution",1,"Cat","training","4","c(6, 0, 0)","furniture","instruments","clothes","closet","piano","jacket","closet","closet","item_l","furniture",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"299","distribution",1,"Cat","training","5","c(6, 0, 0)","furniture","instruments","clothes","trumpet","skirt","table","table","table","item_r","furniture",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"300","distribution",1,"Cat","training","6","c(6, 0, 0)","furniture","instruments","clothes","guitar","shirt","stool","stool","stool","item_r","furniture",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"301","distribution",1,"Cat","test","choice","c(6, 0, 0)","furniture","instruments","clothes","dress","drum","lamp",NA,"lamp","item_r","furniture",NA,1,0,0,"furniture",1,"6092520fdbb5d2e45102d5c2dc31e979"
"302","distribution",2,"Beaver","training","1","c(2, 2, 2)","instruments","clothes","mammals","pants","bear","piano","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"303","distribution",2,"Beaver","training","2","c(2, 2, 2)","instruments","clothes","mammals","jacket","drum","dog","jacket","jacket","item_l","clothes",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"304","distribution",2,"Beaver","training","3","c(2, 2, 2)","instruments","clothes","mammals","shoes","cow","flute","flute","flute","item_r","instruments",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"305","distribution",2,"Beaver","training","4","c(2, 2, 2)","instruments","clothes","mammals","horse","socks","xylophone","horse","horse","item_l","mammals",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"306","distribution",2,"Beaver","training","5","c(2, 2, 2)","instruments","clothes","mammals","skirt","cat","trumpet","skirt","skirt","item_l","clothes",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"307","distribution",2,"Beaver","training","6","c(2, 2, 2)","instruments","clothes","mammals","dress","monkey","violin","violin","violin","item_r","instruments",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"308","distribution",2,"Beaver","test","choice","c(2, 2, 2)","instruments","clothes","mammals","guitar","elephant","shirt",NA,"guitar","item_l","instruments",NA,1,0,0,"instruments",1,"6092520fdbb5d2e45102d5c2dc31e979"
"309","distribution",3,"Sheep","training","1","c(2, 2, 2)","clothes","mammals","fruits","dog","melon","shoes","shoes","shoes","item_r","clothes",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"310","distribution",3,"Sheep","training","2","c(2, 2, 2)","clothes","mammals","fruits","pineapple","jacket","elephant","pineapple","pineapple","item_l","fruits",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"311","distribution",3,"Sheep","training","3","c(2, 2, 2)","clothes","mammals","fruits","apple","cat","skirt","skirt","skirt","item_r","clothes",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"312","distribution",3,"Sheep","training","4","c(2, 2, 2)","clothes","mammals","fruits","banana","pants","bear","bear","bear","item_r","mammals",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"313","distribution",3,"Sheep","training","5","c(2, 2, 2)","clothes","mammals","fruits","shirt","monkey","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"314","distribution",3,"Sheep","training","6","c(2, 2, 2)","clothes","mammals","fruits","dress","horse","grapes","horse","horse","item_m","mammals",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"315","distribution",3,"Sheep","test","choice","c(2, 2, 2)","clothes","mammals","fruits","orange","socks","cow",NA,"cow","item_r","mammals",NA,0,1,0,"mammals",1,"6092520fdbb5d2e45102d5c2dc31e979"
"316","distribution",4,"Mouse","training","1","c(4, 2, 0)","mammals","fruits","vehicles","orange","boat","bear","bear","bear","item_r","mammals",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"317","distribution",4,"Mouse","training","2","c(4, 2, 0)","mammals","fruits","vehicles","apple","motorbike","cat","cat","cat","item_r","mammals",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"318","distribution",4,"Mouse","training","3","c(4, 2, 0)","mammals","fruits","vehicles","truck","strawberry","elephant","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"319","distribution",4,"Mouse","training","4","c(4, 2, 0)","mammals","fruits","vehicles","banana","horse","bus","banana","banana","item_l","fruits",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"320","distribution",4,"Mouse","training","5","c(4, 2, 0)","mammals","fruits","vehicles","dog","grapes","car","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"321","distribution",4,"Mouse","training","6","c(4, 2, 0)","mammals","fruits","vehicles","melon","monkey","train","monkey","monkey","item_m","mammals",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"322","distribution",4,"Mouse","test","choice","c(4, 2, 0)","mammals","fruits","vehicles","pineapple","cow","airplane",NA,"cow","item_m","mammals",NA,1,0,0,"mammals",1,"6092520fdbb5d2e45102d5c2dc31e979"
"323","distribution",5,"Frog","training","1","c(4, 2, 0)","fruits","vehicles","furniture","orange","closet","bus","bus","bus","item_r","vehicles",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"324","distribution",5,"Frog","training","2","c(4, 2, 0)","fruits","vehicles","furniture","sofa","strawberry","truck","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"325","distribution",5,"Frog","training","3","c(4, 2, 0)","fruits","vehicles","furniture","melon","motorbike","lamp","melon","melon","item_l","fruits",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"326","distribution",5,"Frog","training","4","c(4, 2, 0)","fruits","vehicles","furniture","grapes","car","drawer","grapes","grapes","item_l","fruits",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"327","distribution",5,"Frog","training","5","c(4, 2, 0)","fruits","vehicles","furniture","boat","banana","chair","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"328","distribution",5,"Frog","training","6","c(4, 2, 0)","fruits","vehicles","furniture","train","table","pineapple","pineapple","pineapple","item_r","fruits",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"329","distribution",5,"Frog","test","choice","c(4, 2, 0)","fruits","vehicles","furniture","airplane","stool","apple",NA,"apple","item_r","fruits",NA,1,0,0,"fruits",1,"6092520fdbb5d2e45102d5c2dc31e979"
"330","distribution",6,"Pig","training","1","c(6, 0, 0)","vehicles","furniture","instruments","car","drum","closet","car","car","item_l","vehicles",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"331","distribution",6,"Pig","training","2","c(6, 0, 0)","vehicles","furniture","instruments","sofa","xylophone","motorbike","motorbike","motorbike","item_r","vehicles",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"332","distribution",6,"Pig","training","3","c(6, 0, 0)","vehicles","furniture","instruments","trumpet","lamp","boat","boat","boat","item_r","vehicles",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"333","distribution",6,"Pig","training","4","c(6, 0, 0)","vehicles","furniture","instruments","guitar","stool","truck","truck","truck","item_r","vehicles",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"334","distribution",6,"Pig","training","5","c(6, 0, 0)","vehicles","furniture","instruments","piano","airplane","table","airplane","airplane","item_m","vehicles",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"335","distribution",6,"Pig","training","6","c(6, 0, 0)","vehicles","furniture","instruments","train","drawer","violin","train","train","item_l","vehicles",1,NA,NA,NA,NA,NA,"6092520fdbb5d2e45102d5c2dc31e979"
"336","distribution",6,"Pig","test","choice","c(6, 0, 0)","vehicles","furniture","instruments","bed","flute","bus",NA,"bus","item_r","vehicles",NA,1,0,0,"vehicles",1,"6092520fdbb5d2e45102d5c2dc31e979"
"337","distribution",1,"Pig","training","1","c(2, 2, 2)","mammals","instruments","clothes","monkey","guitar","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"338","distribution",1,"Pig","training","2","c(2, 2, 2)","mammals","instruments","clothes","pants","bear","xylophone","pants","pants","item_l","clothes",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"339","distribution",1,"Pig","training","3","c(2, 2, 2)","mammals","instruments","clothes","dress","cow","flute","flute","flute","item_r","instruments",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"340","distribution",1,"Pig","training","4","c(2, 2, 2)","mammals","instruments","clothes","violin","shoes","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"341","distribution",1,"Pig","training","5","c(2, 2, 2)","mammals","instruments","clothes","dog","drum","jacket","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"342","distribution",1,"Pig","training","6","c(2, 2, 2)","mammals","instruments","clothes","skirt","horse","trumpet","trumpet","trumpet","item_r","instruments",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"343","distribution",1,"Pig","test","choice","c(2, 2, 2)","mammals","instruments","clothes","cat","socks","piano",NA,"socks","item_m","clothes",NA,0,0,1,"instruments",0,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"344","distribution",2,"Monkey","training","1","c(4, 2, 0)","instruments","clothes","furniture","drum","socks","stool","socks","socks","item_m","clothes",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"345","distribution",2,"Monkey","training","2","c(4, 2, 0)","instruments","clothes","furniture","piano","drawer","jacket","piano","piano","item_l","instruments",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"346","distribution",2,"Monkey","training","3","c(4, 2, 0)","instruments","clothes","furniture","dress","lamp","violin","violin","violin","item_r","instruments",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"347","distribution",2,"Monkey","training","4","c(4, 2, 0)","instruments","clothes","furniture","trumpet","table","shirt","trumpet","trumpet","item_l","instruments",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"348","distribution",2,"Monkey","training","5","c(4, 2, 0)","instruments","clothes","furniture","bed","guitar","pants","pants","pants","item_r","clothes",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"349","distribution",2,"Monkey","training","6","c(4, 2, 0)","instruments","clothes","furniture","shoes","closet","flute","flute","flute","item_r","instruments",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"350","distribution",2,"Monkey","test","choice","c(4, 2, 0)","instruments","clothes","furniture","skirt","chair","xylophone",NA,"xylophone","item_r","instruments",NA,1,0,0,"instruments",1,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"351","distribution",3,"Tiger","training","1","c(4, 2, 0)","clothes","furniture","vehicles","airplane","stool","shirt","stool","stool","item_m","furniture",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"352","distribution",3,"Tiger","training","2","c(4, 2, 0)","clothes","furniture","vehicles","pants","closet","motorbike","pants","pants","item_l","clothes",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"353","distribution",3,"Tiger","training","3","c(4, 2, 0)","clothes","furniture","vehicles","bed","train","socks","bed","bed","item_l","furniture",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"354","distribution",3,"Tiger","training","4","c(4, 2, 0)","clothes","furniture","vehicles","truck","jacket","chair","jacket","jacket","item_m","clothes",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"355","distribution",3,"Tiger","training","5","c(4, 2, 0)","clothes","furniture","vehicles","sofa","skirt","boat","skirt","skirt","item_m","clothes",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"356","distribution",3,"Tiger","training","6","c(4, 2, 0)","clothes","furniture","vehicles","dress","bus","drawer","dress","dress","item_l","clothes",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"357","distribution",3,"Tiger","test","choice","c(4, 2, 0)","clothes","furniture","vehicles","table","car","shoes",NA,"car","item_m","vehicles",NA,0,0,1,"clothes",0,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"358","distribution",4,"Bunny","training","1","c(6, 0, 0)","furniture","vehicles","fruits","lamp","boat","pineapple","lamp","lamp","item_l","furniture",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"359","distribution",4,"Bunny","training","2","c(6, 0, 0)","furniture","vehicles","fruits","car","chair","melon","chair","chair","item_m","furniture",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"360","distribution",4,"Bunny","training","3","c(6, 0, 0)","furniture","vehicles","fruits","closet","airplane","apple","closet","closet","item_l","furniture",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"361","distribution",4,"Bunny","training","4","c(6, 0, 0)","furniture","vehicles","fruits","banana","drawer","bus","drawer","drawer","item_m","furniture",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"362","distribution",4,"Bunny","training","5","c(6, 0, 0)","furniture","vehicles","fruits","grapes","train","table","table","table","item_r","furniture",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"363","distribution",4,"Bunny","training","6","c(6, 0, 0)","furniture","vehicles","fruits","strawberry","truck","sofa","sofa","sofa","item_r","furniture",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"364","distribution",4,"Bunny","test","choice","c(6, 0, 0)","furniture","vehicles","fruits","orange","motorbike","bed",NA,"motorbike","item_m","vehicles",NA,0,1,0,"furniture",0,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"365","distribution",5,"Beaver","training","1","c(2, 2, 2)","vehicles","fruits","mammals","monkey","truck","banana","truck","truck","item_m","vehicles",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"366","distribution",5,"Beaver","training","2","c(2, 2, 2)","vehicles","fruits","mammals","boat","horse","orange","horse","horse","item_m","mammals",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"367","distribution",5,"Beaver","training","3","c(2, 2, 2)","vehicles","fruits","mammals","motorbike","grapes","bear","motorbike","motorbike","item_l","vehicles",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"368","distribution",5,"Beaver","training","4","c(2, 2, 2)","vehicles","fruits","mammals","bus","strawberry","cow","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"369","distribution",5,"Beaver","training","5","c(2, 2, 2)","vehicles","fruits","mammals","pineapple","train","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"370","distribution",5,"Beaver","training","6","c(2, 2, 2)","vehicles","fruits","mammals","car","cat","apple","apple","apple","item_r","fruits",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"371","distribution",5,"Beaver","test","choice","c(2, 2, 2)","vehicles","fruits","mammals","dog","melon","airplane",NA,"airplane","item_r","vehicles",NA,1,0,0,"fruits",0,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"372","distribution",6,"Cat","training","1","c(6, 0, 0)","fruits","mammals","instruments","trumpet","monkey","grapes","grapes","grapes","item_r","fruits",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"373","distribution",6,"Cat","training","2","c(6, 0, 0)","fruits","mammals","instruments","cat","melon","guitar","melon","melon","item_m","fruits",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"374","distribution",6,"Cat","training","3","c(6, 0, 0)","fruits","mammals","instruments","cow","orange","drum","orange","orange","item_m","fruits",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"375","distribution",6,"Cat","training","4","c(6, 0, 0)","fruits","mammals","instruments","apple","elephant","flute","apple","apple","item_l","fruits",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"376","distribution",6,"Cat","training","5","c(6, 0, 0)","fruits","mammals","instruments","violin","banana","bear","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"377","distribution",6,"Cat","training","6","c(6, 0, 0)","fruits","mammals","instruments","dog","pineapple","piano","pineapple","pineapple","item_m","fruits",1,NA,NA,NA,NA,NA,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"378","distribution",6,"Cat","test","choice","c(6, 0, 0)","fruits","mammals","instruments","strawberry","horse","xylophone",NA,"horse","item_m","mammals",NA,0,1,0,"fruits",0,"cf9a1a8dbd5f2a7f78d5474577fa2a3f"
"379","distribution",1,"Bear","training","1","c(6, 0, 0)","mammals","vehicles","instruments","drum","cat","motorbike","cat","cat","item_m","mammals",1,NA,NA,NA,NA,NA,"1ee304dbf9a582a00e4360b34406f855"
"380","distribution",1,"Bear","training","2","c(6, 0, 0)","mammals","vehicles","instruments","airplane","elephant","guitar","elephant","elephant","item_m","mammals",1,NA,NA,NA,NA,NA,"1ee304dbf9a582a00e4360b34406f855"
"381","distribution",1,"Bear","training","3","c(6, 0, 0)","mammals","vehicles","instruments","flute","bear","bus","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"1ee304dbf9a582a00e4360b34406f855"
